,Bond Index,Equity Index,META
2013-04-30,-9.970089730793052e-05,0.002467395135706818,0.02928098328136075
2013-05-01,0.0014956625785222943,-0.009229957805907296,-0.01224343345276524
2013-05-02,0.0,0.009493390116227518,0.05614287244058569
2013-05-03,-0.0035842293906810374,0.010634557918790533,-0.02278218374371399
2013-05-06,-0.0004996003197441645,0.001913209844334185,-0.02613916584521314
2013-05-07,-0.0004998500449864274,0.005294679281312442,-0.024664501730242594
2013-05-08,0.0002000400080015563,0.004576066309791127,0.00855341966550971
2013-05-09,-0.00019999999999997797,-0.0031800601633003023,-0.0029498496028924626
2013-05-10,-0.0022004400880175634,0.004311088118641226,-0.013313631588852348
2013-05-13,-0.0009021651964715716,8.585164835150927e-05,0.005247353375077646
2013-05-14,-0.0014046352964783848,0.010387157695939564,0.009321402044916605
2013-05-15,0.000904249974881921,0.0054375531011046085,-0.017362368624051272
2013-05-16,0.001907247540654522,-0.004985634612134526,-0.01766921857003212
2013-05-17,-0.0020038072337441593,0.01036093418259032,0.00459245476798853
2013-05-20,-0.0002007830539102473,-0.0006724384298562036,-0.018666657947358667
2013-05-21,0.0010041168792047639,0.0016822272689041018,-0.003882002351754954
2013-05-22,-0.002808706991674237,-0.0081451003442774,-0.01948558078617546
2013-05-23,0.00040237400663922784,-0.002793769048425321,-0.003974577983950622
2013-05-24,0.00020110608345902392,-0.0005093811019610817,-0.02992817302407702
2013-05-28,-0.004725042726450135,0.006370508791302187,-0.008638382932375621
2013-05-29,0.0014141414141413122,-0.00692099932478063,-0.032365173207434594
2013-05-30,-0.00010086746015736114,0.0038245792962774416,0.05274440644651124
2013-05-31,-0.0008070210834257852,-0.014224028448056814,-0.00814659314892785
2013-06-03,0.0007067137809189106,0.006012196169371986,-0.02053388058180472
2013-06-04,-0.001210653753026647,-0.005464014343037671,-0.013836474567205825
2013-06-05,0.001919191919191876,-0.013563395999656613,-0.026360579386330074
2013-06-06,0.0001008166145781697,0.00861543816900201,0.0030567552834182
2013-06-07,-0.003024193548387122,0.012855910267471904,0.013931284794893584
2013-06-10,-0.0010111223458039165,-0.0002555583950932805,0.044654313752531705
2013-06-11,0.0010121457489880026,-0.010139740967961774,-0.0123304249075743
2013-06-12,-0.001820020222446983,-0.008177670655074465,-0.01081981778828367
2013-06-13,0.0029376012965964815,0.01492796389515716,-0.001682831920782668
2013-06-14,0.0007069992930006652,-0.005814947836497275,-0.00421409116724758
2013-06-17,-0.0007064997981428567,0.007569241355582346,0.016504498977917725
2013-06-18,-0.00010099989900014261,0.007768482158101442,0.007910017613991016
2013-06-19,-0.00484848484848488,-0.013807708598051582,0.0041305404895228826
2013-06-20,-0.0021315468940316107,-0.024909809311114972,-0.016865481547480354
2013-06-21,-0.004068762079137533,0.002730796335447483,0.026359877747729188
2013-06-24,-0.0008170769073638784,-0.01221119212861288,-0.024052186550043375
2013-06-25,-0.0007155269344780724,0.009605122732123883,0.012949016667788804
2013-06-26,0.0017389525368249892,0.009866102889358741,-0.003711346498469714
2013-06-27,0.002246502603900691,0.006280530355896818,0.020695364369116787
2013-06-28,0.0,-0.004334257975034728,0.008921302299909728
2013-07-01,0.0005094243504839557,0.005572000696500101,-0.0028134926521461434
2013-07-02,0.00010183299388999423,-0.00034632034632042785,-0.016122516208812
2013-07-03,-0.0009164036248853202,0.0007794907327212108,0.004506374888946452
2013-07-05,-0.0059111292295148665,0.01021202942449162,-0.006117439466962971
2013-07-08,0.002152962887020715,0.00556840572260775,0.013951507325838719
2013-07-09,0.00040920716112546884,0.007241438064406358,0.031161492767821652
2013-07-10,-0.0012271193373556422,0.0002537427048971974,0.012558857950282887
2013-07-11,0.0037882666120609976,0.01361407069169629,0.0003876057820757506
2013-07-12,-0.0005099959200327575,0.0030866772336697323,0.003874482120841627
2013-07-15,0.001122563526890552,0.0014138389886892977,0.014280233169138956
2013-07-16,0.0005096839959226607,-0.003737231126982876,0.0015220322349167592
2013-07-17,0.0014263881813549872,0.0029176392130711992,0.012537991167642426
2013-07-18,-0.0016278359955235189,0.005153353835923857,-0.017635997001204218
2013-07-19,0.0021400183430144715,0.0016538493343254412,-0.011459172685718833
2013-07-22,0.00010168802115106956,0.001981342359448579,0.006568782140907503
2013-07-23,-0.0006100660904929667,-0.0018126390376534962,0.0030710144356642655
2013-07-24,-0.002340014243565003,-0.003796945934791629,0.014542712603136776
2013-07-25,0.0006118702834998491,0.0025685640898169826,0.2961146855410959
2013-07-26,0.0007134121483896028,0.0008264462809917106,-0.010186329528554028
2013-07-29,-0.0007129035543333995,-0.003633360858794399,0.04175248614297966
2013-07-30,-0.00020383204239715624,0.0003315100281784389,0.06209429139118772
2013-07-31,0.00040774719673808413,8.285004142494223e-05,-0.022056917552361388
2013-08-01,-0.003566333808844413,0.012592163035374027,0.01875006673128854
2013-08-02,0.003374578177727683,0.001718072486296185,0.014937250827475879
2013-08-05,-0.0010191602119854482,-0.001388435151911116,0.029960562746558006
2013-08-06,0.0001020199959191892,-0.005725034759139658,-0.016330681604368902
2013-08-07,0.0011221054779149142,-0.0034547997038741896,0.008300900159722513
2013-08-08,0.0004075810067252217,0.004044572843582284,-0.008489787121829018
2013-08-09,0.00030556121409652803,-0.003370601775731674,-0.001037906449847248
2013-08-12,-0.0008145809998981735,-0.00107234182958027,-0.0072726955661526205
2013-08-13,-0.0031590746968307437,0.002972749793558993,-0.03139719321331247
2013-08-14,0.00020445716622385923,-0.004939897908776469,-0.009994568538887472
2013-08-15,-0.0020441537203598203,-0.014148601687903328,-0.0024556657255345726
2013-08-16,-0.0011265874641540607,-0.0032731850608477275,0.01422320673498545
2013-08-19,-0.0014354557572029414,-0.005810037049511774,0.01968714957357287
2013-08-20,0.0017455590923092235,0.003895993901922745,0.015868776840218146
2013-08-21,-0.00246002460024608,-0.005736944233527441,-0.002343143789258706
2013-08-22,-0.00030826140567186133,0.00857021637675004,0.006002075784655947
2013-08-23,0.002055709733785438,0.0041224970553592755,0.05188067547553343
2013-08-26,0.001128320853420961,-0.004021784666945916,0.01948214378276303
2013-08-27,0.002151639344262435,-0.01589972238579962,-0.0411224179164168
2013-08-28,-0.00163582455781619,0.0029919644383655797,0.022956605989498335
2013-08-29,0.0007168458781361409,0.0020455126566094606,0.01800245514108778
2013-08-30,-0.0004093327875561714,-0.003062005613676977,0.00024229981894974273
2013-09-03,-0.0022522522522523403,0.004180530671444416,0.0140469363888851
2013-09-04,-0.0015390929612147941,0.008411214953270907,-0.0021495140884599806
2013-09-05,-0.003391223923543296,0.001179543348218015,0.021062735610976047
2013-09-06,0.0024747370591873263,0.0002524614996213259,0.030239121428538906
2013-09-09,0.0009257354453815481,0.010011778563015383,0.0020477850062696756
2013-09-10,-0.0016442297811118944,0.007330279050395738,-0.009990972576277013
2013-09-11,0.0019557385486361767,0.003225006201934999,0.03302758008720952
2013-09-12,0.0001027326895417513,-0.0031322123310253414,-0.006438741332870812
2013-09-13,0.0005136106831022946,0.0027286257648420076,-0.009832371546569463
2013-09-16,0.0026694045174537884,0.0056897831285560585,-0.040622951838652166
2013-09-17,-0.0006143764079459269,0.00426369301410312,0.06022115912421144
2013-09-18,0.0044057377049180335,0.012165251469627547,0.003550029920024178
2013-09-19,-0.0011221054779149142,-0.0016939582156972888,0.016581914826234723
2013-09-20,0.00040849673202614234,-0.007191338073690989,0.03284041216319311
2013-09-23,0.0011229073091056918,-0.0047204362334174466,-0.0063171834313461295
2013-09-24,0.001427551748750977,-0.0024531850519258214,0.026700618200851567
2013-09-25,0.0009164036248854313,-0.0027051397655545317,0.020846198258592796
2013-09-26,-0.0009155645981688831,0.003616636528029016,0.018803079708663795
2013-09-27,0.0008145809998982845,-0.004013104013103952,0.0168684719014498
2013-09-30,0.0004069589988808797,-0.005920565742948747,-0.019711204198787358
2013-10-01,-0.0009152852639072728,0.008023823310447487,0.0037825727342326587
2013-10-02,0.0009161237785015874,-0.000492368291482026,-0.0027766639177441155
2013-10-03,0.00020339672531277664,-0.008949096880131346,-0.021877456261475192
2013-10-04,-0.0010167768174884628,0.007124513296330015,0.03782026431089336
2013-10-07,0.0004071246819339347,-0.008554742123879189,-0.010188096560270199
2013-10-08,-0.000712178248041595,-0.012030199950219922,-0.06690421689407988
2013-10-09,-0.0005090612909793846,0.0006718172657036448,-0.007848937986325355
2013-10-10,-0.00020372822654579625,0.021987244041624665,0.048749171626710996
2013-10-11,0.00040753948038707577,0.006322877319757003,0.0012232696070193505
2013-10-15,-0.0010184336490477452,-0.0030191758465931695,0.0079413436123279
2013-10-16,0.0020389438270975724,0.013913897528236907,0.03313130080097859
2013-10-17,0.0020347949944041765,0.006780755569906427,0.020922950872009682
2013-10-18,0.00010153315057381818,0.006574727389352164,0.03849841355059991
2013-10-21,-0.0004060913705584701,0.00015931177313999179,-0.006824100668606281
2013-10-22,0.0023359739995938433,0.005734310289901234,-0.021726986111384683
2013-10-23,0.0005066369439659102,-0.00475134621476081,-0.01480635487430404
2013-10-24,-0.0006076564715412625,0.003262253341820509,0.01059728749307065
2013-10-25,0.000608025942440138,0.004441272107225114,-0.009532888326539202
2013-10-28,-0.00030382823577068674,0.0013422818791946067,-0.033108781432976464
2013-10-29,0.0005065342923717964,0.005598486043211004,-0.016523950307017476
2013-10-30,-0.000810044552450373,-0.004783188269426808,-0.007894801463546375
2013-10-31,-0.00010133765707343034,-0.0037819098644815696,0.024484815426166096
2013-11-01,-0.00192561062126273,0.0029262891490036136,-0.009161503542327476
2013-11-04,0.0006092607636067893,0.0035486160397444344,-0.030753744307474906
2013-11-05,-0.0015222244773696048,-0.0026716957410026776,0.039195340974752524
2013-11-06,0.0010163634515703013,0.004806177119445421,-0.019756568876638236
2013-11-07,0.0012183978068840418,-0.01293813220418727,-0.03175890864242514
2013-11-08,-0.00405638373390127,0.013425484588496905,-0.0006308366931837561
2013-11-12,-0.0006109357499235468,-0.0015677667163125353,-0.01935615805961366
2013-11-13,0.0014263881813549872,0.008400722305095254,0.045054675962709734
2013-11-14,0.0018313154949638477,0.004982871379632714,0.005748359664482061
2013-11-15,-0.00010155377272269561,0.004260923458320187,0.0004081780441169691
2013-11-18,0.0012187690432663434,-0.003625703926560253,-0.0648846480184706
2013-11-19,-0.001420166362345321,-0.0018581604211831415,0.011564450319042852
2013-11-20,-0.001625355546525764,-0.0035681042506979788,0.0015099157442328703
2013-11-21,0.00030525030525030417,0.00817375058383929,0.005815215506978388
2013-11-22,0.0009154714678059062,0.005096131572851492,-0.010064265803526706
2013-11-25,0.00040650406504050274,-0.0012291618652531255,-0.03049967253674568
2013-11-26,0.00091426249492077,0.00023075148065543338,0.02387326421485403
2013-11-27,-0.0005074596569571987,0.0026914795447554596,0.013074794003019807
2013-11-29,-0.00010154346060120556,-0.0006902369813633902,0.01118512850704545
2013-12-02,-0.0014217528181171835,-0.0026861089792787896,0.0010636684438023458
2013-12-03,0.0006101901759381079,-0.0031550596383224105,-0.0070123633961893805
2013-12-04,-0.001524545177355452,-0.0010807472595336653,0.04044509754253656
2013-12-05,-0.0009161237785014764,-0.004250386398763628,-0.005758921954917007
2013-12-06,0.00020376974019353788,0.011331005044625586,-0.008274752267610208
2013-12-09,0.0003055923398187499,0.0018417619522677064,0.018773499200258392
2013-12-10,0.0014256619144603633,-0.0032171581769437907,0.028869775655342655
2013-12-11,-0.0013219442749644594,-0.011142703450395697,-0.01731341157979638
2013-12-12,-0.0011200488748599469,-0.003497046938141235,0.04961524321475608
2013-12-13,0.00040774719673808413,-7.798487093502171e-05,0.02874778721070337
2013-12-16,-0.00020379050336249982,0.006317267197005094,0.009189828981082337
2013-12-17,0.0011210762331839152,-0.003100054250949391,0.019513086977576588
2013-12-18,-0.0010180189351522984,0.016636865427971825,0.01294201743662926
2013-12-19,-0.00142667889534287,-0.00038235069205483363,-0.009357575321565226
2013-12-20,0.0007143586080213815,0.004819461444308448,0.0012715657728310514
2013-12-23,-0.0010197838058332298,0.005481537875904108,0.04807695169141213
2013-12-24,-0.0015312372396896201,0.003028696903157435,0.0032888804778163916
2013-12-26,-0.0003067171045905148,0.00468030497471128,-0.003968246133011832
2013-12-27,-0.00010227040294541467,-0.00015027425050728738,-0.03966743346069035
2013-12-30,0.0011250894957552937,-7.514841812572559e-05,-0.031204898720954777
2013-12-31,-0.0014303228442991145,0.003983165489253038,0.017501442141673706
2014-01-02,0.0012277470841006721,-0.00868328467699675,0.0010978509957650928
2014-01-03,-0.0003065603923972926,-0.0003020463641170146,-0.002741687327576847
2014-01-06,0.0010221813349688968,-0.002492635395422549,0.04838708436948114
2014-01-07,0.00040845501889097413,0.006057852491291982,0.012587367069972988
2014-01-08,-0.0019393691946514302,0.0001505343971095474,0.005352233824089225
2014-01-09,0.00092043362650851,0.0003010234798312972,-0.01734498247420757
2014-01-10,0.0033718197609073908,0.002332229912729522,0.012582967330405204
2014-01-13,0.0012219959266801528,-0.012459656233581029,-0.03503622415277541
2014-01-14,-0.0015256305939788106,0.010792733905905738,0.03273120794221196
2014-01-15,-0.0006111846796373888,0.005188360027069683,-0.0024247177048128954
2014-01-16,0.0012231169095913152,-0.001271693596648804,-0.007118053095024224
2014-01-17,0.0007126132546064756,-0.003894839337877154,-0.015562150918338902
2014-01-21,-0.0003051881993896277,0.0027821640724867702,0.0392539807179586
2014-01-22,-0.0010176045588683458,0.0006748650269943202,-0.01709109602951353
2014-01-23,0.0028521951716411476,-0.008842263019857466,-0.015301639351439134
2014-01-24,0.0014220416455053009,-0.020866409616693282,-0.03849550174921679
2014-01-27,-0.0011157318186428844,-0.004864489228630919,-0.016528953411723002
2014-01-28,0.0006092607636067893,0.006129733085040279,0.029691880023174466
2014-01-29,0.0018266693728434813,-0.010102568057376193,-0.0291984154547128
2014-01-30,-0.0004051863857373883,0.011374259894047833,0.14104246635398443
2014-01-31,0.0014187271990269146,-0.0064704976120782964,0.02439420136055026
2014-02-03,0.0023274640760979626,-0.022871763064040818,-0.017420491575902197
2014-02-04,-0.0013124684502775485,0.007696580179322288,0.020657131867595213
2014-02-05,-0.0013141932875050388,-0.001732283464566886,-0.008924324673960427
2014-02-06,-0.0008097985626076554,0.012935794289320013,-0.0004823730496753553
2014-02-07,0.0009117617262688338,0.013315682915433724,0.03474903237957516
2014-02-10,0.00030364372469637857,0.0016137708445400634,-0.011971400208598437
2014-02-11,-0.0016189416169178905,0.011124750652140358,0.020456321835837565
2014-02-12,-0.0011148272017836858,0.00022763487366272983,-0.006168103859532592
2014-02-13,0.0018262987012986898,0.00591715976331364,0.04468588082518199
2014-02-14,-0.00010127607859011789,0.004901960784313708,-0.0035646143864110913
2014-02-18,0.0010128633647319418,0.0012757973733581451,0.003130223957823919
2014-02-19,-0.0008094708084589453,-0.006445810223354664,0.011292637033782249
2014-02-20,-0.0007088607594936125,0.006185878092938912,0.023067877624776356
2014-02-21,0.000608025942440138,-0.001799370220422869,-0.014936104503096126
2014-02-24,-0.0005063803929511446,0.0062340393570679,0.031928889901346125
2014-02-25,0.0015199108318979526,-0.001343584384563723,-0.01313930942660324
2014-02-26,0.0010117361392147917,0.00022423200538157495,-0.00844661919512013
2014-02-27,0.0008085708510208178,0.005081452697653699,-0.00462026689220707
2014-02-28,-0.0004039587962026969,0.0028252788104088378,-0.006962624600159506
2014-03-03,0.001717518690644626,-0.007339857651245674,-0.015337356652133427
2014-03-04,-0.002824004034291505,0.015236388079767238,0.020620075866124576
2014-03-05,0.00030342874481648074,0.00014713455455006574,0.0402615773284567
2014-03-06,-0.0015166835187058192,0.001912467819051189,-0.01019985133500545
2014-03-07,-0.0018227848101266542,0.000587328389985986,-0.014680877186558305
2014-03-10,0.00040580298265191495,-0.00036686477364433756,0.031948361461896946
2014-03-11,0.00030422878004254805,-0.005064591896652981,-0.02679439591675392
2014-03-12,0.0013179237631792962,0.0005901881224639194,0.01112694431205763
2014-03-13,0.0024298876176978013,-0.01157561011575603,-0.028922058433974107
2014-03-14,-0.00010099989900014261,-0.0028345516932716253,-0.016126697382285338
2014-03-17,-0.0015151515151515804,0.009649910233393122,0.015061970240404676
2014-03-18,0.0009104704097118166,0.007260872786545081,0.006546473547010434
2014-03-19,-0.003941782898726487,-0.006178742184626551,-0.013730373523851647
2014-03-20,-0.00010147133434790234,0.0060691288579675096,-0.018610736852626486
2014-03-21,0.0008118530545970781,-0.002942691091002758,0.004031605765940194
2014-03-24,0.00020279862096939105,-0.004795986128532492,-0.04669838621961564
2014-03-25,-0.00020275750202758402,0.004448398576512469,0.012324507555897757
2014-03-26,0.001723788278239713,-0.0069382934750517045,-0.0693481282528392
2014-03-27,0.0003036744609776765,-0.0017095287646795576,0.009604269529999376
2014-03-28,-0.0011131349929164314,0.004616186434368341,-0.015745495816784416
2014-03-31,0.00020261371694885177,0.008004150300155555,0.003832750597679402
2014-04-01,-0.0009115770282589475,0.007131828542018992,0.039508585443295496
2014-04-02,-0.0015206812652068802,0.0029931376843335133,0.001596970465092662
2014-04-03,0.00030459945172101044,-0.0010917825169224349,-0.051498716188961846
2014-04-04,0.002334551360130055,-0.012532789274264045,-0.04605818795023797
2014-04-07,0.0011139240506328196,-0.010699527744982396,0.003524242518756937
2014-04-08,0.0004046125834513692,0.004027746699485579,0.02177344771128542
2014-04-09,0.00040444893832147777,0.010994725503305824,0.07252107441649192
2014-04-10,0.0017182130584192379,-0.0208685428760379,-0.05207498811001465
2014-04-11,0.0009080819291695796,-0.009380863039399667,-0.01064910530324814
2014-04-14,-0.0009072580645161921,0.008257575757575797,0.006150702509136297
2014-04-15,0.00040359196851991186,0.006762341272823047,0.00339617532708969
2014-04-16,-0.000605143721633894,0.010523173371147054,0.010661720536273123
2014-04-17,-0.0024220405691796065,0.0014032496307236908,-0.013060994274121662
2014-04-21,0.00030349013657060553,0.0037613393318089994,0.039022787671317616
2014-04-22,-0.0001011326860840267,0.004114621601763346,0.029229213778083185
2014-04-23,0.0010114291493881211,-0.00212205473437721,-0.026495291151645173
2014-04-24,0.00010104071940997272,0.00175991787049945,-0.007985685684366417
2014-04-25,0.000505152556071975,-0.008125320254739887,-0.05191391330478312
2014-04-28,-0.0007068565081289613,0.0033210332103319473,-0.02720498561308482
2014-04-29,0.00020210185933722258,0.0047811695476278615,0.035803387212025584
2014-04-30,0.0014144271570013522,0.0030014641288433896,0.028030906459951765
2014-05-01,0.0011097659402743432,-7.298737318439663e-05,0.02291741007958148
2014-05-02,0.0003023279250227162,-0.0013138686131387578,-0.011283768179698894
2014-05-05,0.00010074551682448529,0.001973395702382863,0.012570329932830804
2014-05-06,-0.00020147073637555302,-0.008972208038514728,-0.043939927928269285
2014-05-07,0.00040302267002534364,0.006035624907993364,-0.01947718116221242
2014-05-08,0.00040286030818803553,-0.0011706175007316633,-0.010977540944683617
2014-05-09,-0.000201349038558285,0.0017579841781423244,0.00845671901211964
2014-05-12,-0.0010069479407915916,0.0096519450131618,0.04524807960587851
2014-05-13,0.001511944360447659,0.0007242178447277592,0.0
2014-05-14,0.0020128824476650653,-0.00455927051671734,-0.01002845178766032
2014-05-15,0.0012053033346726139,-0.009160305343511643,-0.022117193709530025
2014-05-16,-0.0005016051364367113,0.0037420206911733533,0.0017265589084907162
2014-05-19,-0.0004014854963363401,0.003947368421052477,0.02051014507618376
2014-05-20,0.0009037051912843541,-0.006480267948157925,-0.010977836872692937
2014-05-21,-0.0008025682182987159,0.008281421766214825,0.03295765471166878
2014-05-22,-0.0005020080321285203,0.0024712894316032408,0.0004959295497515281
2014-05-23,0.0007031642390760151,0.004277842227378148,0.013714441673487343
2014-05-27,0.0007026701465568941,0.005992347122951491,0.03471884467957609
2014-05-28,0.002106530243755733,-0.0009329697143677373,0.00047257056574045997
2014-05-29,-0.0007007007007008292,0.005459377918253017,0.005038631994625398
2014-05-30,-0.000500851447460704,0.0018575409016217126,-0.008303346056560579
2014-06-02,-0.0016035277610743082,0.0008557370034942835,-0.0034754724906387313
2014-06-03,-0.001907247540654411,-0.0003562522265763146,-0.003329151760844362
2014-06-04,-0.00020114653525105108,0.002066999287241522,0.007475763141213676
2014-06-05,0.0006035610099588418,0.006614979728287951,-0.0023681958559764738
2014-06-06,-0.0005026641198351278,0.004734313171283144,-0.010919427784531366
2014-06-09,-0.000704083685375223,0.0009845980730009973,0.006080017089843848
2014-06-10,-0.0009058882737794649,-0.00021077776997124875,0.04596048864281288
2014-06-11,0.0005037275841224265,-0.00344342937456088,0.00015207749340095944
2014-06-12,0.0016111167052663689,-0.006769621324307251,-0.022651229726664
2014-06-13,-0.0008042625917361601,0.0031238906638266783,0.003266434616303382
2014-06-16,-0.00010061374383740773,0.0008493170075731804,-0.004806163699127897
2014-06-17,-0.001609981887703782,0.002192207057492457,0.0032715232354811885
2014-06-18,0.0018141503729087738,0.007761783799040245,0.018633492543629337
2014-06-19,-0.0009054325955735187,0.0014003640946647078,-0.01920735008442931
2014-06-20,0.0005034739703957403,0.0017480072717102058,0.00248684599341753
2014-06-23,-0.0004025764895331241,-0.00013959656592454905,0.013488414675690397
2014-06-24,0.0015102698348772314,-0.006352530541012147,0.005354114416637357
2014-06-25,0.0006031969438020646,0.004917802444850183,0.026171655337116517
2014-06-26,0.0012056666331758947,-0.0010486577181207934,-0.004596755290120602
2014-06-27,0.0,0.0019595493036601574,0.00700135915288147
2014-06-30,0.00040140491721007976,-0.0002793881399734133,-0.004585762804601656
2014-07-01,-0.0013040425318486815,0.0068469223782576805,0.011442957833111445
2014-07-02,-0.0018079550020089208,0.000693914370966553,-0.023655607818168
2014-07-03,-0.000804990943851891,0.005478122182927647,-0.0024077658399211943
